ID	Mean	NonPregnant1	NonPregnant2	NonPregnant3	NonPregnant4	Gene	RefSeq	Region
8027222	4.70466375	4.878253	4.842566	4.338	4.759836	CILP2	NM_153221 	chr19:19649057-19657466
8125091	4.70448525	4.998544	4.758049	4.40452	4.656828	VARS	NM_006295 	chr6:31745295-31763712
7921462	4.70437775	4.989212	4.716555	4.632419	4.479325	VSIG8	NM_001013661 	chr1:159804264-159832447
8167815	4.7042385	4.260172	5.097352	4.699797	4.759633	MAGED2	NM_014599 	chrX:54834032-54842448
8037888	4.704168	4.669589	4.908951	4.488885	4.749247	SLC8A2	NM_015063 	chr19:47931923-47975122
8105741	4.7041635	4.433399	4.77088	4.779842	4.832533	MAST4	NM_001164664 	chr5:65892208-66464933
8175621	4.70406225	4.542383	4.37022	4.003157	5.900489	TMEM185A	NM_032508 	chrX:148678216-148713568
8071554	4.70395125	4.826824	4.704168	4.613214	4.671599	CCDC116	NM_152612 	chr22:21987086-21991616
8003243	4.70382225	4.91042	4.841452	4.216763	4.846654	LOC100288525	NM_001195124 	chr16:87336423-87350848
7941148	4.7036605	4.509538	4.688643	4.726434	4.890027	TM7SF2	NM_003273 	chr11:64879356-64883828
7982868	4.70364125	4.782182	4.74642	4.698178	4.587785	CHAC1	NM_024111 	chr15:41245671-41248710
7980189	4.7035535	4.108572	4.410401	5.702079	4.593162	KIAA0317	NM_001039479 	chr14:75119880-75179811
8037032	4.70332475	4.604869	4.778312	4.53759	4.892528	B3GNT8	NM_198540 	chr19:41931264-41934635
8030582	4.7027615	4.661224	4.805841	4.424534	4.919447	MYH14	NM_001145809 	chr19:50706885-50813801
7912743	4.70270475	4.87802	4.798131	4.593797	4.540871	C1orf89	NM_030907 	chr1:16558195-16563591
7992529	4.70264925	4.860121	4.73847	4.333103	4.878903	TRAF7	NM_032271 	chr16:2205799-2228130
7931500	4.702276	4.904499	4.630723	4.548629	4.725253	GPR123	NM_001083909 	chr10:134884433-134945179
8026915	4.70184975	4.65617	4.586871	4.53974	5.024618	ARRDC2	NM_015683 	chr19:18111944-18124911
7900699	4.70154825	4.750713	4.448914	4.693326	4.91324	CDC20	NM_001255 	chr1:43824600-43828874
8167854	4.70105925	4.63133	4.715022	4.615637	4.842248	APEX2	NM_014481 	chrX:55026780-55035490
7947815	4.70089325	4.44448	5.636919	4.316409	4.405765	ACP2	NM_001610 	chr11:47260853-47270366
8090630	4.700793	4.671216	5.474481	4.237996	4.419479	TMCC1	NM_001017395 	chr3:129366635-129599309
8177601	4.70062725	4.959323	3.898177	4.883369	5.06164	MCCC2	NM_022132 	chr5:70883115-70953225
7912349	4.70001475	4.949088	4.613817	4.451884	4.78527	C1orf127	NM_001170754 	chr1:11006530-11024290
7950235	4.6997135	4.691038	4.798637	4.923138	4.386041	STARD10	NM_006645 	chr11:72465774-72504750
8065485	4.69959	4.729201	4.699819	4.644539	4.724801	NINL	NM_025176 	chr20:25433333-25566153
7941039	4.69950825	4.715971	4.713211	4.32734	5.041511	RPS6KA4	NM_003942 	chr11:64126625-64139687
8038877	4.69948225	4.508026	4.229853	5.727561	4.332489	SIGLEC5	NM_003830 	chr19:52115184-52133718
7897691	4.69930475	4.60672	4.802126	4.730368	4.658005	PTCHD2	NM_020780 	chr1:11561323-11597282
8125798	4.6991585	5.053594	4.816021	4.230594	4.696425	MLN	NM_002418 	chr6:33762449-33771793
8073522	4.69901525	4.596681	4.453203	4.632772	5.113405	SREBF2	NM_004599 	chr22:42229106-42303310
8149707	4.698777	4.679834	4.218271	5.715599	4.181404	BIN3	NM_018688 	chr8:22477931-22526665
8015821	4.698467	4.508494	4.729656	4.551814	5.003904	MEOX1	NM_004527 	chr17:41717757-41739260
7940046	4.69838975	4.908165	4.928747	4.450652	4.505995	CLP1	NM_006831 	chr11:57424630-57429337
8081358	4.698121	5.769873	4.281671	4.389294	4.351646	ZBTB11	NM_014415 	chr3:101395274-101396431
8072170	4.69806075	4.626708	4.947862	4.540688	4.676985	KREMEN1	NM_032045 	chr22:29469066-29564321
8031076	4.69767675	4.521108	4.730153	4.692372	4.847074	CACNG7	NM_031896 	chr19:54415991-54446270
8111153	4.69758775	4.455493	5.063764	3.943867	5.327227	MYO10	NM_012334 	chr5:16665410-16936372
7998434	4.6970675	4.712494	4.688404	4.498117	4.889255	TPSAB1	NM_003294 	chr16:1278336-1280214
7976766	4.696948	4.83967	4.62372	4.559428	4.764974	WDR25	NM_024515 	chr14:100842799-100996640
8099506	4.6967735	4.830424	3.944309	5.992405	4.019956	TAPT1	NM_153365 	chr4:16162919-16228099
7940717	4.69620125	5.348325	4.308831	4.460356	4.667293	SLC3A2	NM_001012661 	chr11:62623518-62656353
7925904	4.6961115	4.474781	5.451343	4.415233	4.443089	AKR1E2	NM_001040177 	chr10:4868402-4890254
8049942	4.69597275	4.791415	4.771714	4.559715	4.661047	NEU4	NM_080741 	chr2:242752030-242758734
7994715	4.695961	4.571251	4.677957	4.552136	4.9825	INO80E	NM_173618 	chr16:30007031-30017112
8064591	4.69575625	5.020477	4.673002	4.368979	4.720567	ProSAPiP1	NM_014731 	chr20:3143273-3154194
8159667	4.6955035	4.88997	4.876625	4.37466	4.640759	C9orf167	NM_017723 	chr9:140172278-140177093
8174469	4.69518575	4.813192	4.583355	4.663404	4.720792	KCNE1L	NM_012282 	chrX:108866929-108868401
8074388	4.6950515	5.170452	4.477969	4.337023	4.794762	SLC25A1	NM_005984 	chr22:19163092-19166285
7982703	4.69481075	4.70578	4.62534	4.712401	4.735722	DISP2	NM_033510 	chr15:40650431-40663256
8145027	4.69453925	4.634656	4.586416	4.683678	4.873407	FAM160B2	NM_022749 	chr8:21946714-21961891
8164481	4.694428	4.6751	4.979683	4.809494	4.313435	C9orf114	NM_016390 	chr9:131581930-131592100
7971071	4.6944275	4.850963	5.020638	4.325757	4.580352	CSNK1A1L	NM_145203 	chr13:37677396-37679803
8022767	4.69421925	3.922256	4.595706	5.037523	5.221392	TRAPPC8	NM_014939 	chr18:29409903-29523069
7979548	4.69405525	4.904804	4.661413	4.533885	4.676119	GPHB5	NM_145171 	chr14:63779642-63784563
7984846	4.693923	4.441525	4.413235	4.70387	5.217062	CLK3	NM_001130028 	chr15:74900713-74937754
8009552	4.6938815	3.702263	4.725898	5.307447	5.039918	C17orf80	NM_017941 	chr17:71228776-71245016
8028030	4.69311125	4.613224	4.789787	4.680502	4.688932	ARHGAP33	NM_001172630 	chr19:36266417-36279724
7969096	4.69291275	5.109406	4.592906	4.514863	4.554476	CDADC1	NM_030911 	chr13:49822062-49868037
8090295	4.692722	4.644656	4.744983	4.712148	4.669101	SLC41A3	NM_017836 	chr3:125724903-125803134
7949570	4.6924695	4.436704	5.054062	4.504975	4.774137	GAL3ST3	NM_033036 	chr11:65809453-65816651
8023191	4.69237425	3.308771	6.252221	3.730957	5.477548	SMAD2	NM_005901 	chr18:45359729-45360542
8013179	4.69229125	4.217849	4.70235	4.976876	4.87209	ATPAF2	NM_145691 	chr17:17921334-17942480
7903632	4.6921695	4.9046	4.822345	4.22121	4.820523	CELSR2	NM_001408 	chr1:109792641-109818372
7922717	4.691848	4.763342	4.675338	4.342398	4.986314	RGS16	NM_002928 	chr1:182567758-182573543
7914326	4.6910735	4.482487	4.697358	4.590308	4.994141	NKAIN1	NM_024522 	chr1:31652592-31712399
8123463	4.69094775	4.488279	5.004882	4.63608	4.63455	PHF10	NM_018288 	chr6:170102247-170106402
8117447	4.69088675	5.144993	4.426199	4.522761	4.669594	BTN2A2	NM_006995 	chr6:26383354-26395102
7994692	4.69022725	4.352219	4.85359	4.558016	4.997084	TAOK2	NM_016151 	chr16:29985222-30003581
7915347	4.6901745	4.652133	4.832258	4.417724	4.858583	CITED4	NM_133467 	chr1:41326723-41328038
7984843	4.68970475	5.084321	4.873847	4.161901	4.63875	ARID3B	NM_006465 	chr15:74833547-74890472
7923662	4.68903675	4.540607	4.39024	4.987701	4.837599	PIK3C2B	NM_002646 	chr1:204391756-204459552
8047127	4.6889285	5.198788	4.336774	5.0561	4.164052	MYO1B	NM_001130158 	chr2:192110124-192290042
7960874	4.68854475	4.270768	5.73655	4.904792	3.842069	C3AR1	NM_004054 	chr12:8210907-8219013
7939265	4.68849575	4.262932	5.036317	5.456545	3.998189	NAT10	NM_024662 	chr11:34127149-34168457
8038716	4.68837625	4.835599	4.8905	4.251316	4.77609	KLK9	NM_012315 	chr19:51505758-51512890
7921344	4.6882935	3.970981	6.732051	4.699894	3.350248	ELL2	NM_012081 	chr1:158145634-158146214
8081219	4.688081	4.560166	6.031345	4.663067	3.497746	ST3GAL6	NM_006100 	chr3:98451129-98514094
8037785	4.6879085	4.930595	4.571821	4.508316	4.740902	GNG8	NM_033258 	chr19:47137333-47137942
7985934	4.68774625	4.714298	4.660737	4.450017	4.925933	SEMA4B	NM_020210 	chr15:90728152-90772892
8079060	4.687717	4.792305	4.590471	4.654564	4.713528	VIPR1	NM_004624 	chr3:42544117-42579060
7942381	4.687627	4.706072	4.839641	4.482701	4.722094	ATG16L2	NM_033388 	chr11:72525451-72540680
7947828	4.68736725	4.893073	4.715144	4.329587	4.811665	MYBPC3	NM_000256 	chr11:47352951-47374230
8143919	4.687242	4.566241	4.767745	4.64109	4.773892	SMARCD3	NM_001003802 	chr7:150936059-150974241
8116559	4.686867	4.997225	4.754049	4.315591	4.680603	IRF4	NM_002460 	chr6:391739-411721
8051050	4.686482	4.624884	4.597792	4.606212	4.91704	SLC30A3	NM_003459 	chr2:27477440-27486127
7970301	4.68647575	4.619014	4.72391	4.570987	4.831992	TMCO3	NM_017905 	chr13:114145310-114204544
8159984	4.68614325	4.121269	3.681983	6.386909	4.554412	C9orf46	NM_018465 	chr9:5357971-5437878
8122396	4.68596325	4.79462	4.064103	5.199127	4.686003	AIG1	NM_016108 	chr6:143380500-143661441
7970498	4.68592825	4.654178	4.716764	4.807784	4.564987	LATS2	NM_014572 	chr13:21547171-21635686
8024323	4.68565075	4.736971	4.761121	4.537658	4.706853	REEP6	NM_138393 	chr19:1491160-1497924
8131573	4.68552075	4.952751	4.6408	4.312971	4.835561	ARL4A	NM_212460 	chr7:12726481-12730559
8058849	4.6851815	4.509094	4.992534	4.323974	4.915124	MARCH4	NM_020814 	chr2:217122588-217236750
8044499	4.68517075	4.811628	4.365086	4.799832	4.764137	SLC20A1	NM_005415 	chr2:113403527-113421402
8038861	4.68483375	4.651969	4.755733	4.580202	4.751431	SIGLEC6	NM_001245 	chr19:52020951-52035110
8042696	4.68474425	4.557928	4.499024	5.135098	4.546927	SPR	NM_003124 	chr2:73114524-73119286
7953469	4.684633	4.524722	4.767908	4.548173	4.897729	GNB3	NM_002075 	chr12:6949375-6956559
8019090	4.68417675	4.560358	4.502227	4.768745	4.905377	AATK	NM_001080395 	chr17:79091108-79139872
8068512	4.68402175	4.520813	5.043823	4.307217	4.864234	DSCR6	NM_018962 	chr21:38378450-38391959
8150698	4.6839345	4.687477	5.518793	4.006251	4.523217	SNAI2	NM_003068 	chr8:49830236-49833991
8155661	4.68377925	4.46515	4.901077	4.491995	4.876895	FOXD4L3	NM_199135 	chr9:70917783-70920000
8015554	4.6835795	4.723392	4.662497	4.538176	4.810253	KCNH4	NM_012285 	chr17:40308913-40333296
8097282	4.6834575	4.397882	4.606692	5.017366	4.71189	SPRY1	NM_005841 	chr4:124317956-124324910
8076563	4.6834335	4.581114	4.646888	4.700554	4.805178	MCAT	NM_173467 	chr22:43528212-43539403
8061815	4.68330825	4.579852	4.723373	4.475041	4.954967	C20orf185	NM_182658 	chr20:31643137-31661627
8039871	4.68282325	4.193033	5.15906	4.35375	5.02545	KIR3DS1	NM_001083539 	chr19_gl000209_random:70083-84658
7987192	4.682816	5.205335	4.772962	4.656664	4.096303	SLC12A6	NM_001042496 	chr15:34522197-34630265
8038707	4.6826705	4.860793	4.642464	4.736143	4.491282	KLK8	NM_144505 	chr19:51499264-51505967
8137558	4.68232625	4.630275	4.51967	4.759542	4.819818	RBM33	NM_053043 	chr7:155539269-155574174
7990830	4.6823165	4.632035	4.932207	4.488219	4.676805	MESDC2	NM_015154 	chr15:81239667-81282205
8101437	4.6809295	4.520225	4.880311	4.845205	4.477977	COQ2	NM_015697 	chr4:84184977-84206067
7995926	4.6808475	4.749416	4.591625	4.585536	4.796813	NLRC5	NM_032206 	chr16:57023410-57117436
8076195	4.68062425	4.688342	4.715734	4.423603	4.894818	PDGFB	NM_002608 	chr22:39619364-39641060
8035156	4.680341	4.823251	4.735182	4.465161	4.69777	CHERP	NM_006387 	chr19:16628705-16653305
7924823	4.68028975	4.519954	4.799788	4.679171	4.722246	JMJD4	NM_023007 	chr1:227918890-227923112
8072316	4.679909	4.716512	4.432943	4.567592	5.002589	CCDC157	NM_001017437 	chr22:30753036-30772818
8014700	4.679845	4.564747	4.760895	4.633983	4.759755	C17orf96	NM_001130677 	chr17:36829607-36830748
7898256	4.679678	4.779579	4.520166	4.661079	4.757888	TMEM82	NM_001013641 	chr1:16068917-16074477
8024373	4.67897225	4.723602	4.785575	4.52558	4.681132	IZUMO4	NM_001039846 	chr19:2084101-2099583
8045291	4.67867875	4.696957	4.716892	4.642584	4.658282	TUBA3D	NM_080386 	chr2:132233666-132240507
8066513	4.67814625	4.729859	4.755337	4.498525	4.728864	SDC4	NM_002999 	chr20:43953928-43977064
8032478	4.67791375	4.705973	4.941944	4.237096	4.826642	LINGO3	NM_001101391 	chr19:2289997-2291841
8065668	4.6778485	4.562928	5.078834	4.852923	4.216709	CDK5RAP1	NM_016408 	chr20:31946645-31989337
7999478	4.67731525	4.618429	4.70542	4.529939	4.855473	TXNDC11	NM_015914 	chr16:11772936-11836704
8010030	4.677221	4.917996	4.460268	4.463855	4.866765	GALR2	NM_003857 	chr17:74070882-74073573
8095680	4.676728	4.731078	4.005048	4.105973	5.864813	IL8	NM_000584 	chr4:74606275-74609433
8077635	4.67663625	4.727173	4.813545	4.645309	4.520518	OGG1	NM_016819 	chr3:9790705-9808421
8123080	4.6765845	4.159204	4.543159	5.676485	4.32749	SYTL3	NM_001009991 	chr6:159071046-159185901
8068136	4.6765315	4.612676	4.885155	4.34728	4.861015	KRTAP13-4	NM_181600 	chr21:31802572-31803216
8024306	4.676397	4.600808	4.844088	4.59227	4.668422	APC2	NM_005883 	chr19:1450148-1473243
7921332	4.676389	4.688126	4.191524	4.706827	5.119079	CD5L	NM_005894 	chr1:157796861-157811588
7936884	4.6761135	4.086105	5.149046	4.755508	4.713795	FAM53B	NM_014661 	chr10:126307861-126432930
8022326	4.67600125	4.325324	4.722483	5.089715	4.566483	MPPE1	NM_023075 	chr18:11883470-11908779
8021312	4.67593275	4.478036	5.326841	4.611377	4.287477	WDR7	NM_015285 	chr18:54318616-54697036
8138647	4.67571225	4.480951	4.562911	4.71156	4.947427	C7orf31	NM_138811 	chr7:25174316-25219919
7905085	4.6755565	4.613894	4.915915	4.317464	4.854953	HIST2H3A	NM_001005464 	chr1:149824181-149825836
8032650	4.675259	4.539079	4.885067	4.529747	4.747143	PIP5K1C	NM_012398 	chr19:3630181-3700448
7942613	4.6750645	4.623869	4.659721	4.586576	4.830092	DGAT2	NM_032564 	chr11:75479789-75512577
7919217	4.674952	4.3384	4.45934	5.254415	4.647653	NUDT17	NM_001012758 	chr1:145586145-145589435
8080168	4.67473875	4.365849	5.762091	4.109611	4.461404	ACY1	NM_000666 	chr3:52017495-52023218
8117128	4.67460125	4.718313	4.78281	4.497149	4.700133	E2F3	NM_001949 	chr6:20402137-20493945
8169882	4.6744565	4.716008	4.772161	4.614712	4.594945	BCORL1	NM_021946 	chrX:129116586-129191638
8068496	4.674047	4.789306	4.615938	4.341691	4.949253	SIM2	NM_009586 	chr21:38071981-38122218
7909946	4.67381825	2.352213	4.985688	6.805524	4.551848	FAM177B	NM_207468 	chr1:222910558-222924147
8066697	4.673661	4.766388	4.957057	4.529525	4.441674	SLC35C2	NM_173179 	chr20:44978167-44993064
8160849	4.6736545	4.865152	4.854152	4.36035	4.614964	ARID3C	NM_001017363 	chr9:34621455-34628011
8125072	4.67352425	4.625044	4.708167	4.647095	4.713791	C6orf27	NM_025258 	chr6:31733367-31745073
8032699	4.6732515	4.557073	4.692117	4.527768	4.916048	ZFR2	NM_015174 	chr19:3804022-3834924
8014376	4.67318225	4.663774	4.593444	4.549401	4.88611	TBC1D3B	NM_001001417 	chr17:34493061-34503939
7992409	4.67241875	4.813603	4.61472	4.657633	4.603719	RNF151	NM_174903 	chr16:2016875-2018976
8013509	4.6714105	4.486511	4.765573	4.68724	4.746318	C17orf103	NM_152914 	chr17:21142183-21156722
8075616	4.67088025	4.757579	4.736076	4.36439	4.825476	SYN3	NM_003490 	chr22:32908540-33402683
8092241	4.6708305	4.547919	4.745907	4.538052	4.851444	KCNMB3	NM_171830 	chr3:178957789-178984838
7956287	4.6705595	4.424158	5.02646	4.57884	4.65278	NAB2	NM_005967 	chr12:57482677-57489259
8174340	4.67044725	3.770308	4.317338	5.790837	4.803306	RBM41	NM_018301 	chrX:106307650-106362053
8006148	4.6703585	4.815452	4.655906	4.260392	4.949684	GOSR1	NM_004871 	chr17:28804426-28853832
7899417	4.67028	4.489474	5.085504	4.502268	4.603874	XKR8	NM_018053 	chr1:28285973-28294607
8166989	4.670027	4.983878	3.882935	4.413698	5.399597	ZNF673	NM_001129898 	chrX:46306729-46334074
8094101	4.670011	4.53697	4.537675	4.827145	4.778254	CPZ	NM_001014448 	chr4:8594387-8621488
7949373	4.6699865	4.485279	4.607575	4.52899	5.058102	ZNHIT2	NM_014205 	chr11:64883875-64885173
7944447	4.669404	4.89599	4.365805	4.770467	4.645354	ABCG4	NM_022169 	chr11:119019750-119033375
8031675	4.669305	4.69122	4.857603	4.182395	4.946002	ZNF71	NM_021216 	chr19:57106692-57135550
7999754	4.66919275	4.656601	4.9274	4.38394	4.70883	XYLT1	NM_022166 	chr16:17196181-17564738
7913226	4.66894625	4.720991	4.671947	4.439844	4.843003	PLA2G2D	NM_012400 	chr1:20438393-20446050
8074817	4.66873425	5.056698	4.432118	3.987917	5.198204	TOP3B	NM_003935 	chr22:22311403-22337187
8113790	4.66829575	5.163699	4.384953	3.826957	5.297574	MARCH3	NM_178450 	chr5:126205275-126366250
7997740	4.66765725	4.427537	5.012456	4.654727	4.575909	MAP1LC3B	NM_022818 	chr16:87425406-87438385
8007675	4.66758125	4.570718	4.705187	4.545856	4.848564	ADAM11	NM_002390 	chr17:42836568-42859214
8110018	4.6673995	4.570125	4.691471	4.812989	4.595013	RPL26L1	NM_016093 	chr5:172386439-172396774
8116534	4.66687825	4.313484	5.078848	4.964905	4.310276	TRIM52	NM_032765 	chr5:180683373-180688119
7898707	4.665958	5.10212	4.468834	4.410871	4.682007	LDLRAD2	NM_001013693 	chr1:22138758-22151714
7940662	4.665482	4.321788	4.219178	5.466192	4.65477	ROM1	NM_000327 	chr11:62380623-62382588
8141241	4.6653245	4.68332	4.708167	4.981994	4.287817	SMURF1	NM_020429 	chr7:98625064-98741723
7914184	4.66496725	4.72959	4.844744	4.443181	4.642354	PTAFR	NM_001164721 	chr1:28473677-28520384
7953032	4.66485475	4.9245	4.655673	4.41639	4.662856	LRTM2	NM_001039029 	chr12:1929695-1945918
7917433	4.66483325	5.999026	4.226213	4.253423	4.180671	ODF2L	NM_020729 	chr1:86812507-86862003
8097435	4.66480875	4.331366	4.432208	5.366587	4.529074	C4orf33	NM_173487 	chr4:130014840-130033843
8067495	4.664793	4.590878	4.696258	4.449914	4.922122	CABLES2	NM_031215 	chr20:60963688-60982333
8081503	4.664768	4.777332	4.370843	5.307322	4.203575	DZIP3	NM_014648 	chr3:108308552-108413693
8041172	4.66460575	4.652262	4.559152	4.610785	4.836224	FAM179A	NM_199280 	chr2:29237333-29275096
7978132	4.66435975	4.687769	4.736191	4.772554	4.460925	IPO4	NM_024658 	chr14:24649425-24658124
8093957	4.66412175	4.563081	4.794703	4.619613	4.67909	CNO	NM_018366 	chr4:6717782-6719398
8012079	4.6639905	4.542335	4.760718	4.479514	4.873395	DVL2	NM_004422 	chr17:7128660-7137868
7940409	4.66321375	4.760725	4.604711	4.465466	4.821953	CD5	NM_014207 	chr11:60869955-60895324
7915659	4.66311475	4.549599	4.671058	5.011071	4.420731	HECTD3	NM_024602 	chr1:45468210-45477001
7973468	4.662697	4.702474	4.767768	4.429348	4.751198	LRRC16B	NM_138360 	chr14:24521206-24538941
8067727	4.662029	4.732261	4.713064	4.290496	4.912295	ARFRP1	NM_003224 	chr20:62330003-62339365
8085486	4.6620135	4.815828	4.749611	4.79344	4.289175	XPC	NM_004628 	chr3:14186647-14220172
8072529	4.66184975	4.807456	4.039352	5.000996	4.799595	DEPDC5	NM_014662 	chr22:32150069-32303001
8024909	4.6617645	4.815048	4.675223	4.494764	4.662023	KDM4B	NM_015015 	chr19:4969132-5153606
7915543	4.661735	4.745202	4.563108	4.557336	4.781294	SLC6A9	NM_201649 	chr1:44462155-44497134
7980246	4.6615075	5.375476	4.089778	4.793786	4.38699	MLH3	NM_001040108 	chr14:75480467-75518235
8031495	4.661392	4.74698	4.736397	4.414741	4.74745	NAT14	NM_020378 	chr19:55996573-55998935
7920185	4.66113075	4.79886	4.924007	4.113012	4.808644	LCE3D	NM_032563 	chr1:152551505-152552980
8144577	4.66096375	4.279418	4.723716	4.561707	5.079014	C8orf74	NM_001040032 	chr8:10530147-10558103
8100070	4.660903	4.778741	4.672143	4.435107	4.757621	KCTD8	NM_198353 	chr4:44175926-44450824
7937314	4.66069425	4.847178	4.384617	4.698365	4.712617	ATHL1	NM_025092 	chr11:290694-295678
7902789	4.66038125	3.909957	5.138261	5.095812	4.497495	HS2ST1	NM_012262 	chr1:87380209-87575681
8170576	4.660358	4.573493	4.643106	4.292761	5.132072	CSAG1	NM_153478 	chrX:151903228-151909518
7944463	4.6597625	4.671014	4.656785	4.471172	4.840079	NLRX1	NM_024618 	chr11:119039438-119054725
8068583	4.6593725	4.894391	4.279715	4.740063	4.723321	KCNJ15	NM_002243 	chr21:39628664-39673748
7942697	4.659294	4.825944	4.509979	4.549831	4.751422	CAPN5	NM_004055 	chr11:76777980-76837201
7928069	4.65856925	4.626056	4.618737	4.780718	4.608766	COL13A1	NM_001130103 	chr10:71561644-71718904
7901696	4.65779575	4.678449	4.811863	4.493317	4.647554	PCSK9	NM_174936 	chr1:55505220-55530525
8134644	4.6575465	4.524988	5.045494	4.44788	4.611824	ZNF498	NM_145115 	chr7:99214571-99230030
7915516	4.65702525	3.420594	4.307151	6.358634	4.541722	MED8	NM_201542 	chr1:43849588-43855489
7930703	4.6569065	4.121359	4.551917	4.715617	5.238733	TRUB1	NM_139169 	chr10:116697941-116737439
8162449	4.65668775	4.453497	6.559263	4.513067	3.100924	ZNF484	NM_031486 	chr9:95608351-95640304
8165024	4.65665775	4.960028	4.630126	4.581888	4.454589	C9orf116	NM_001048265 	chr9:138387026-138393580
8145636	4.6566395	4.181795	3.98149	6.228374	4.234899	HMBOX1	NM_024567 	chr8:28748142-28909434
8063014	4.6563425	4.777641	4.32105	4.774391	4.752288	WFDC13	NM_172005 	chr20:44330655-44337456
7991335	4.6560145	4.055398	5.747545	4.35653	4.464585	ANPEP	NM_001150 	chr15:90328126-90358068
7967318	4.6558695	4.694628	4.478803	4.209812	5.240235	GPR109A	NM_177551 	chr12:123185840-123187904
8040774	4.6555365	4.440535	4.864587	5.108865	4.208159	AGBL5	NM_021831 	chr2:27274514-27293490
7992782	4.655532	4.754521	4.797777	4.365433	4.704397	CLDN9	NM_020982 	chr16:3062206-3064506
8026830	4.65539	4.685802	4.489195	4.401106	5.045457	FCHO1	NM_015122 	chr19:17858582-17899371
8116620	4.65526675	5.087924	4.431687	4.164822	4.936634	FAM136B	NM_001012983 	chr6:3045597-3046034
7899075	4.65508025	4.78975	4.732353	4.67741	4.420808	EXTL1	NM_004455 	chr1:26348271-26362955
8123976	4.654448	4.753021	4.752418	4.295277	4.817076	GFOD1	NM_018988 	chr6:13358062-13487787
8134219	4.65429325	4.029828	5.194441	4.520364	4.87254	CCDC132	NM_017667 	chr7:92861653-92988338
8072894	4.65406675	4.496119	4.747546	4.549269	4.823333	TRIOBP	NM_001039141 	chr22:38093595-38172563
8176624	4.65357275	6.227117	7.047686	2.615128	2.72436	DDX3Y	NM_001122665 	chrY:15016019-15032390
8007537	4.65345075	4.687778	4.624072	4.52233	4.779623	CD300LG	NM_145273 	chr17:41924524-41940997
8071339	4.65335	4.577307	4.736881	4.402472	4.89674	ZDHHC8	NM_013373 	chr22:20119364-20135530
7992732	4.65321825	4.663832	4.518868	4.867084	4.563089	ZG16B	NM_145252 	chr16:2880173-2882285
8119765	4.65321075	4.61377	4.77703	4.385024	4.837019	TTBK1	NM_032538 	chr6:43211222-43255997
8069122	4.65317975	4.840074	4.332572	4.652787	4.787286	LRRC3	NM_030891 	chr21:45875369-45878739
8072266	4.65315875	4.895976	4.579276	4.539858	4.597525	CABP7	NM_182527 	chr22:30116344-30128751
8157731	4.6529625	4.509902	4.672291	4.513698	4.915959	CRB2	NM_173689 	chr9:126118448-126142603
8122045	4.65273475	4.919998	3.695064	4.06495	5.930927	AKAP7	NM_016377 	chr6:131466461-131604675
8099406	4.65264275	4.713701	4.798045	4.356238	4.742587	NKX3-2	NM_001189 	chr4:13542454-13546114
8114365	4.65262075	4.445143	4.95713	4.205238	5.002972	BRD8	NM_139199 	chr5:137475459-137514358
8034712	4.65174625	4.651605	4.493641	4.734108	4.727631	PODNL1	NM_024825 	chr19:14043166-14064193
8033043	4.6516325	4.832065	4.947942	4.394333	4.43219	FUT6	NM_000150 	chr19:5830479-5839742
8174288	4.65149925	4.476467	4.703013	4.579719	4.846798	MCART6	NM_001012755 	chrX:103343898-103401708
7962212	4.6513985	5.921309	4.228499	4.482741	3.973045	PKP2	NM_004572 	chr12:32943686-33049774
8032623	4.651225	4.771365	4.744276	4.445402	4.643857	TBXA2R	NM_001060 	chr19:3594504-3606658
8086330	4.650973	4.676691	4.801958	4.47692	4.648323	CSRNP1	NM_033027 	chr3:39183346-39196053
8159036	4.65082575	4.688426	4.543195	4.683801	4.687881	ADAMTS13	NM_139025 	chr9:136279486-136324508
8108579	4.6508105	4.694023	4.754375	4.268155	4.886689	TMCO6	NM_018502 	chr5:140019012-140024989
7937438	4.65079475	4.784204	4.791758	4.393737	4.63348	TMEM80	NM_174940 	chr11:695616-704129
8050367	4.65059375	5.806366	3.852853	4.864545	4.078611	NBAS	NM_015909 	chr2:15307032-15701454
8158725	4.650554	4.816547	4.621941	4.815027	4.348701	ABL1	NM_005157 	chr9:133589268-133763062
8076176	4.65038025	4.508784	4.648141	4.402152	5.042444	CBX6	NM_014292 	chr22:39260229-39268258
8129562	4.65026625	4.784275	4.781327	4.398064	4.637399	CTGF	NM_001901 	chr6:132269316-132272518
8044813	4.6495305	4.441101	5.040262	4.256118	4.860641	TMEM37	NM_183240 	chr2:120189437-120196096
7940643	4.64929825	4.476151	4.608204	4.932366	4.580472	ASRGL1	NM_001083926 	chr11:62104920-62160884
8019149	4.64884275	4.767466	4.466263	4.563073	4.798569	SLC38A10	NM_001037984 	chr17:79218799-79269096
8021470	4.64830625	4.039735	4.609654	4.781969	5.161867	PMAIP1	NM_021127 	chr18:57567234-57571537
7974564	4.648075	4.235668	5.618465	4.616021	4.122146	EXOC5	NM_006544 	chr14:57670518-57672776
8164336	4.64792275	5.484974	4.410966	4.099096	4.596655	DPM2	NM_003863 	chr9:130697378-130700763
7943984	4.64782875	4.764622	4.527259	4.864457	4.434977	ZBTB16	NM_006006 	chr11:113930315-114121398
8077595	4.64766525	4.50911	4.698607	5.014993	4.367951	BRPF1	NM_001003694 	chr3:9773429-9789702
