Gene	TSS	Coverage
YES1	chr18_812327	12.220049631
C1QBP	chr17_5342471	13.8221278497
PTPRR	chr12_71148388	21.9862747178
PRKACG	chr9_71629039	17.9110645546
PIK3C3	chr18_39535162	13.0942661605
TMEM190	chr19_55888203	15.2071172434
BAZ2A	chr12_57030163	10.708809429
TMC3	chr15_81666418	22.3165053791
RUFY2	chr10_70167051	11.9765453954
PLCXD2	chr3_111393522	14.6459737861
CLUL1	chr18_616699	17.766948238
RASGRP2	chr11_64512928	7.18475943304
OLFM1	chr9_137979513	14.2187274478
MIF4GD	chr17_73267311	11.698157683
EVX2	chr2_176948690	17.0359344462
GDPD5	chr11_75236599	11.2237593305
ZNF324	chr19_58978411	10.6922622346
LRRC8C	chr1_90098643	12.9341049893
RALGDS	chr9_136024607	10.4992182858
CD84	chr1_160549306	18.0964920488
MMP28	chr17_34122711	16.8895496173
ATP5I	chr4_668127	9.62344653993
ACVR1	chr2_158731623	13.8558515064
DCN	chr12_91573359	21.0830174695
BTN3A3	chr6_26440699	14.1248078955
AK5	chr1_77748286	17.3469725816
HHLA3	chr1_70820492	13.8878150406
C9orf78	chr9_132597572	11.3975471231
VNN1	chr6_133035194	16.4282514153
ROS1	chr6_117747018	21.1947891252
BRSK1	chr19_55795533	9.49877198619
FOXE1	chr9_100615536	16.0761271079
PPP1R9A	chr7_94536948	15.6046129665
RIPK2	chr8_90769974	12.6190159803
FTSJ3	chr17_61905031	10.8494258401
KIAA1324	chr1_109729170	20.3918432985
LRGUK	chr7_133812104	15.7060784286
SERTAD4	chr1_210406194	14.3668516295
TSPAN16	chr19_11406814	17.145336859
BRAF	chr7_140624564	10.6188961762
LY6K	chr8_143781528	18.7790149682
ZDHHC18	chr1_27153200	16.0705399423
PRDM15	chr21_43299591	9.85806645543
CTXN3	chr5_126984712	21.5348844238
RND2	chr17_41177257	12.1032585689
GSX1	chr13_28366779	15.5621360141
TCFL5	chr20_61493115	5.56244223915
PEG3	chr19_57352094	16.0939542229
EDDM3A	chr14_21214098	22.8310501371
MYO7A	chr11_76839315	17.5530509244
TAL1	chr1_47697561	13.1399197997
RAPGEF3	chr12_48152181	13.4905982151
PPP2R5D	chr6_42952236	11.96789846
ETV2	chr19_36132638	16.1046390058
OR1L1	chr9_125423994	24.714499665
MUC7	chr4_71337674	22.1648478465
P4HB	chr17_79818544	7.77344183455
CHST12	chr7_2443194	10.4198268471
IVD	chr15_40697685	13.9312546399
ADAMTS13	chr9_136279458	20.9775825094
BDNF	chr11_27721214	19.7800337446
LY6G5C	chr6_31648150	13.9447391035
DLX1	chr2_172950207	14.8621803841
SH2D3C	chr9_130517561	13.2407253982
PLCB4	chr20_9049700	15.6172595668
NGEF	chr2_233792861	15.4471130188
C10orf2	chr10_102747292	12.3737597272
MSH3	chr5_79950466	10.5244393641
PKHD1	chr6_51952423	21.9673168138
ACSM1	chr16_20702578	21.5954565647
DPP7	chr9_140009195	9.26151974356
BDP1	chr5_70751441	16.6510872115
ATP1A2	chr1_160085519	19.3588956785
NOSTRIN	chr2_169659099	20.1935266679
CALN1	chr7_71802208	16.2166538282
IQCH	chr15_67547137	15.2737131255
KCNG3	chr2_42721237	15.7160963042
RGMA	chr15_93632443	16.5676219473
PLEKHG6	chr12_6421816	17.1937931884
ART4	chr12_14996413	19.6769643217
MTUS2	chr13_29598747	21.445441387
DNAH14	chr1_225117362	19.4901554897
KDELR1	chr19_48894810	15.1232416977
ERMP1	chr9_5833081	12.9148484361
TICAM1	chr19_4831754	13.5429252504
CSMD3	chr8_114449242	18.3039314013
CPLX4	chr18_56985881	23.8659003472
KLRC3	chr12_10573194	17.6546096553
ZGPAT	chr20_62339379	9.27904464256
GRAPL	chr17_19030781	20.7864381922
PPP1R14B	chr11_64014413	10.4172361687
BMF	chr15_40398287	13.685552564
SLC46A1	chr17_26733230	16.2703927811
HIPK4	chr19_40896128	17.4813732808
TNFRSF18	chr1_1142089	15.9044223851
TK1	chr17_76183285	11.1887045213
PSMC6	chr14_53173895	15.2042088194
ASAP3	chr1_23810750	11.7586023939
IL22RA2	chr6_137494785	21.4889358467
OPTC	chr1_203463270	21.3929264156
KDM3A	chr2_86668270	7.218880922
HLA-E	chr6_30457182	9.21263717071
SAMD1	chr19_14201232	6.01873820002
AOAH	chr7_36764154	17.6195461268
CELF5	chr19_3224701	9.3911925458
GOLGB1	chr3_121468614	12.2934358139
MUC15	chr11_26593815	22.2150314436
MYOZ3	chr5_150040402	19.6196857028
TELO2	chr16_1543351	9.69570114392
AGPAT5	chr8_6565877	9.41870061371
CD80	chr3_119278481	17.0612600483
ZC3H7B	chr22_41697506	14.0000892116
ADHFE1	chr8_67344717	16.6529996851
PPIAL4A	chr1_144364246	7.10333869285
CKS2	chr9_91926109	9.33110042778
GTSE1	chr22_46692637	12.1407191566
SPERT	chr13_46276438	24.9471657484
KIF3C	chr2_26205443	12.8020182256
CLEC9A	chr12_10183275	21.3902897408
IKZF2	chr2_214016333	12.4708416997
AHCYL2	chr7_129007963	19.0013418439
SPINK2	chr4_57687639	17.9705739558
APEX1	chr14_20923289	12.2564340208
B3GAT1	chr11_134281812	12.1086327022
ALKBH8	chr11_107436461	17.3476960824
ETS1	chr11_128457453	21.8591266993
TMEM171	chr5_72416387	17.8927107757
MCL1	chr1_150552214	10.450776881
GJB5	chr1_35220647	21.6463438261
NPHP1	chr2_110962639	19.0266150522
TM7SF3	chr12_27167339	14.0356038776
ZNF420	chr19_37569381	16.4118265138
CUL3	chr2_225450114	7.7850087036
PODXL2	chr3_127348001	13.2055869367
ERAP2	chr5_96211643	17.0975430183
SLC43A2	chr17_1531669	8.6601686086
MTMR14	chr3_9691116	11.3381284871
NRSN2	chr20_327369	15.2122830785
TMEM41A	chr3_185216845	12.3765159795
SMAD9	chr13_37494409	13.4103233612
CCKBR	chr11_6280903	12.5383495237
LYSMD1	chr1_151138424	10.8944982289
GADD45A	chr1_68150859	10.0761086034
TIMM22	chr17_900356	11.612000163
LARS2	chr3_45430074	15.735803153
CEP57	chr11_95523624	9.44313068763
TGFB1	chr19_41859838	7.95482085907
IDE	chr10_94257518	21.64353215
CCDC78	chr16_776473	13.4046939679
KEAP1	chr19_10614054	11.7730280236
SEL1L2	chr20_13975979	14.763655364
TRPC1	chr3_142443265	15.7840393623
NFIB	chr9_14398982	22.3110016631
PRDM4	chr12_108154914	12.6950291792
CDH6	chr5_31193761	17.9403230982
CAMKK2	chr12_121736111	15.0650185118
MRPL45	chr17_36452988	14.1994014621
FNDC3B	chr3_171758343	10.7833949902
CLEC4F	chr2_71047732	22.6491538606
PAG1	chr8_82024303	12.1286444699
FGF5	chr4_81189418	19.376895124
FANK1	chr10_127585107	164.478580621
CCR7	chr17_38717265	16.890619897
PCDHB14	chr5_140601897	19.6599364359
HLA-DQA1	chr6_32605182	19.7768495101
EPYC	chr12_91398803	20.7788473931
NHLRC1	chr6_18122851	15.9991121753
JAK2	chr9_4985244	11.7349590425
HPGD	chr4_175444049	16.6408101937
ADAM30	chr1_120439147	22.5738621175
GPR75	chr2_54087170	17.6763026713
FAR2	chr12_29376555	22.2480035702
FGFBP3	chr10_93669258	14.4822169565
PDE4D	chr5_59189621	15.1862147575
GPD2	chr2_157291964	12.6622743241
CHUK	chr10_101989344	12.933607156
CPNE4	chr3_131756648	21.6228334975
SRPK2	chr7_104909524	19.5907031104
LCTL	chr15_66858317	18.4049774672
PNLIPRP1	chr10_118350470	22.1294034286
PLA2G3	chr22_31536593	21.2454700947
ZNF268	chr12_133757994	14.2243784626
PITPNM2	chr12_123595036	19.1157829409
NACA	chr12_57119326	10.2547256369
CHGB	chr20_5891973	16.5255201592
NOTCH2NL	chr1_145209112	29.850295909
FKBP6	chr7_72742234	12.8366228724
MDH1B	chr2_207630273	17.9345170927
HLCS	chr21_38362545	11.8661911038
WNT3A	chr1_228194722	15.0927313629
TMEM37	chr2_120189445	17.7570748798
NDUFC1	chr4_140222388	12.6334352675
MRO	chr18_48346434	16.8347318181
IDH3A	chr15_78441718	12.6857314764
ZNF732	chr4_289944	20.3522889662
DDX4	chr5_55062712	21.2112896503
LRRC32	chr11_76381044	15.6527206249
MX1	chr21_42803976	20.1519136263
SPRR2B	chr1_153044084	19.3572081905
TAS2R39	chr7_142880511	20.9391392128
ISOC2	chr19_55973049	9.48007361614
MS4A10	chr11_60552820	20.6110292451
DEFB106A	chr8_7682693	24.685386103
LINGO1	chr15_78013093	19.3975028214
RBM47	chr4_40517990	19.8835020351
KRTAP9-3	chr17_39388714	23.9186118847
TAS2R43	chr12_11244912	14.4565773931
SH3TC2	chr5_148442737	18.8764610336
STAT5A	chr17_40440073	12.176037592
DACH1	chr13_72441330	12.152659813
DDR1	chr6_30852756	13.8218686336
NOSTRIN	chr2_169643048	26.1530439403
ZNF45	chr19_44439411	14.883902561
PRDX2	chr19_12912724	14.0873519968
IMPG2	chr3_101039419	21.5148199303
PLAUR	chr19_44174498	13.1791454515
KIAA0226	chr3_197476570	12.6987143188
EIF2A	chr3_150264573	10.4606710419
SLC30A1	chr1_211752099	9.32204387428
MDP1	chr14_24685276	12.6194813118
ORAI3	chr16_30960404	10.3398759942
VWC2L	chr2_215276460	20.1877732284
NUP214	chr9_134000947	11.6360320406
SLC35B1	chr17_47785313	11.1978018992
C4orf19	chr4_37455551	17.5240771697
RFXANK	chr19_19303007	6.81475452507
HSD17B7	chr1_162760491	14.1819930083
FBXW2	chr9_123555740	12.2888481576
CCDC144A	chr17_16593638	15.8117779076
TRAT1	chr3_108541630	21.2444793809
ATP2C1	chr3_130612834	11.2845897995
NFKBIA	chr14_35873960	8.24001794534
KBTBD4	chr11_47600567	11.5514758659
KLHL36	chr16_84682116	10.6107826802
MURC	chr9_103340360	20.7910298742
COL6A6	chr3_130279177	22.7977552939
DYNLL2	chr17_56160779	9.89259574236
DTX1	chr12_113495661	18.5529743378
TRIM66	chr11_8680383	21.2802945073
CCDC38	chr12_96336428	15.5107065768
TBCK	chr4_107237861	13.8077464624
MDK	chr11_46402333	11.0354287241
NIPSNAP1	chr22_29977326	12.1977977993
ESYT2	chr7_158622319	9.07205327229
ZCCHC7	chr9_37120594	11.8782442378
ZMYM2	chr13_20532973	7.65150747886
GPR157	chr1_9189229	10.4004319472
MITF	chr3_69812961	23.0178084671
PDSS1	chr10_26986594	12.6866731312
MARCKSL1	chr1_32801840	9.67910517307
IRF1	chr5_131826465	8.21619403813
KLHL3	chr5_137071779	19.725731293
SERPINB12	chr18_61223392	23.6233553511
ARID3A	chr19_926036	8.46136128385
MORN1	chr1_2323190	9.45501207938
RCHY1	chr4_76434506	19.8171255409
PRAMEF22	chr1_13035542	23.7616853705
UGP2	chr2_64068097	12.0696567227
RPS27L	chr15_63449741	13.2482771631
MYLK4	chr6_2751154	18.2928708178
SLC4A1AP	chr2_27886337	13.2778942239
ADAMTS14	chr10_72432558	17.3133956748
SPATA22	chr17_3375067	20.7661028769
KIAA1217	chr10_24497719	17.9019298613
KCNK1	chr1_233749749	16.2182146861
OR5L2	chr11_55594694	20.6690180476
NIPSNAP1	chr22_29977085	11.7311125394
NR1H3	chr11_47270448	13.3906253187
CDRT4	chr17_15370925	22.2125859609
THUMPD1	chr16_20753286	12.4476220308
ZNF22	chr10_45496272	15.0340299752
NR1H4	chr12_100897137	23.2401187233
COMMD6	chr13_76123575	14.1307996375
DLGAP4	chr20_35090185	9.34825264223
AMY1A	chr1_104198140	29.0662679126
GPR158	chr10_25464289	14.7669664234
RFFL	chr17_33416348	12.0133550698
CTU1	chr19_51611647	9.62645514168
TMEM56	chr1_95558072	37.6840820984
NUP133	chr1_229644088	12.3026046105
GPR151	chr5_145895676	21.934328452
MOCS3	chr20_49575350	11.8881828604
DHTKD1	chr10_12110915	9.0373137383
EXD2	chr14_69658482	15.415260315
MTTP	chr4_100485234	12.5800909198
FNDC3B	chr3_171757417	10.880632662
PNPLA6	chr19_7599037	13.6989601389
C10orf113	chr10_21435488	23.1594367725
KRT81	chr12_52685299	16.8221227033
DNAJC10	chr2_183580767	13.4426499402
OR52K1	chr11_4510108	22.8098156751
TSC22D1	chr13_45011060	13.6365085575
SGCZ	chr8_15095792	21.9480580908
USP22	chr17_20946352	6.45753288018
MGAT4B	chr5_179229875	12.8320870016
SHROOM1	chr5_132166590	15.6659080345
TSPYL5	chr8_98290176	17.6455364782
TBC1D23	chr3_99979660	12.2176149635
ENPP7	chr17_77704864	19.9061330966
DNAH6	chr2_84743578	20.8035458089
ZPBP2	chr17_38024454	20.5424144088
DNAJB1	chr19_14628674	8.04884694848
SHOC2	chr10_112679300	6.98454108843
LCN1	chr9_138413283	21.008596243
ATP5F1	chr1_111991742	12.6043855524
STX11	chr6_144471653	12.1270098538
MEF2D	chr1_156460391	14.1914888799
ZNF75A	chr16_3358312	17.5603962216
SYT6	chr1_114695062	16.9021532141
MRPL46	chr15_89010633	12.8340460394
OR2A1	chr7_144015217	28.0044343557
ENDOD1	chr11_94822973	14.7052155119
TMEM170A	chr16_75498635	10.8650403042
PHOSPHO1	chr17_47308128	12.821951422
SV2A	chr1_149889434	14.3113695864
HIST1H2BJ	chr6_27100575	10.9905516853
KIAA1919	chr6_111580481	13.2308451487
MYADM	chr19_54371118	8.16424260365
SOSTDC1	chr7_16505474	22.1185130017
TTC30A	chr2_178483694	12.5660349719
FGD4	chr12_32687226	18.1827973996
CCDC3	chr10_13043704	20.1924178045
RBP2	chr3_139195352	24.717150265
PRPSAP2	chr17_18768781	19.2270405944
DAPP1	chr4_100737980	14.0634647211
EHF	chr11_34642587	20.6190093555
FAN1	chr15_31196075	16.7331869319
UFD1L	chr22_19466738	10.1127749404
KCNQ3	chr8_133459509	25.7716526559
ANAPC11	chr17_79849588	7.78467977194
SNX25	chr4_186131283	13.7386008503
DAPP1	chr4_100737989	14.0255227843
LRP8	chr1_53793821	10.4810648748
NMNAT2	chr1_183274009	20.97339365
C9orf24	chr9_34381598	14.7556594372
GALNT11	chr7_151722758	12.5200912953
PRDM12	chr9_133539980	15.0341747555
IKZF3	chr17_38020441	17.8415634561
PRAM1	chr19_8567538	14.5564139656
SPON2	chr4_1166657	15.3851441799
DAB2	chr5_39425335	14.3799794307
CCK	chr3_42307662	15.0920078039
BEGAIN	chr14_101034407	14.3927148591
DDC	chr7_50633154	24.8308770057
KLRC4	chr12_10562356	24.0170383434
DNM2	chr19_10828728	8.02160075212
SCGB1D1	chr11_61957709	21.3185990375
ACSM3	chr16_20775311	15.6168268042
FKBP9	chr7_33019085	21.5590450421
ABCC11	chr16_48269088	22.248902048
COLEC10	chr8_120079423	23.2178533144
EBPL	chr13_50265623	11.1143639437
MKLN1	chr7_131012594	14.3698310778
SLC25A18	chr22_18043138	23.5342080117
ATP5O	chr21_35288158	14.8925650406
HEMGN	chr9_100700675	18.3223351701
SEC14L2	chr22_30792929	18.2566413396
GLB1	chr3_33138314	13.0087030522
FOXD4	chr9_118417	34.6099127491
TMED8	chr14_77843396	14.2613713915
EFCAB5	chr17_28268622	22.4715936608
OR10A7	chr12_55614808	20.6707981768
CTNND2	chr5_11904155	15.18739577
WDR70	chr5_37379411	12.1236843725
FAM21C	chr10_46222647	12.9974162954
SAR1A	chr10_71930285	11.1953365135
CORO2A	chr9_100954956	12.8738133811
TXNL4A	chr18_77793935	6.97949589942
RHAG	chr6_49604587	21.8699657636
SERBP1	chr1_67896123	11.128010051
DCLRE1C	chr10_14996431	12.3307153554
CBX7	chr22_39548538	6.85548664487
POTEE	chr2_131975923	18.3112687883
SP1	chr12_53773978	5.78904278857
CLEC3B	chr3_45067758	22.6284503888
INPP5F	chr10_121485558	11.0050024938
CPPED1	chr16_12897744	13.1520101665
G3BP2	chr4_76598667	11.4179241996
SCO2	chr22_50964034	7.50304182297
ASCL3	chr11_8964580	22.4416665801
UBAP2	chr9_33934362	20.9155030348
HVCN1	chr12_111127617	14.9156402792
ZMIZ2	chr7_44788529	9.39589492105
ANKRD12	chr18_9136750	6.16538834721
PFKFB2	chr1_207226619	13.045493762
ATP5A1	chr18_43684199	13.1912841589
FXYD6	chr11_117747746	16.8831091482
NAT2	chr8_18248754	23.5675005948
C1orf54	chr1_150245201	21.6696581979
ASB2	chr14_94423767	17.0975171241
TIPRL	chr1_168148082	12.33256625
FLYWCH2	chr16_2933195	9.49875016705
DST	chr6_56507694	22.6555782707
ZFP36L1	chr14_69262960	13.3401082142
SRSF10	chr1_24306953	11.3989592622
TMEM70	chr8_74888376	11.7511363842
ZNF619	chr3_40518603	14.5788837881
TMEM151B	chr6_44238479	10.6191153614
RAI14	chr5_34684611	23.2289940705
DHDH	chr19_49436938	17.963256989
CELF1	chr11_47574792	12.6144265766
COL14A1	chr8_121137346	17.2673869091
SEPT4	chr17_56618179	18.6983223972
ZNF283	chr19_44331472	15.4459221409
JMJD8	chr16_734439	7.45356712222
KPTN	chr19_47987521	12.0748731401
TOP3A	chr17_18218321	10.8504961199
SYT1	chr12_79258448	15.2166453104
CTNND1	chr11_57529233	17.2226743522
PPP1R8	chr1_28157324	18.1900583991
BIN2	chr12_51718464	12.7469308937
NDRG4	chr16_58497548	15.85146501
SLC2A9	chr4_10041872	24.3149393388
CEP70	chr3_138313225	14.8488752856
EEF2K	chr16_22217591	13.1270856632
PDE1C	chr7_32111045	18.9057946339
MMP24	chr20_33814538	11.8901736773
GOLGA1	chr9_127703386	11.5627754628
SSU72	chr1_1510262	59.8079953119
LMNB2	chr19_2456966	10.2472358663
PDE1C	chr7_32111048	18.8915440349
CDADC1	chr13_49822046	13.8067544173
RNF19A	chr8_101348446	20.152240168
NSUN3	chr3_93781854	13.6409553414
PPT1	chr1_40563142	14.4461194292
ECD	chr10_74927853	14.8556430873
BRDT	chr1_92414927	19.683196601
SAT2	chr17_7531194	13.6134232982
SLC16A11	chr17_6947242	15.1540910003
FBXL17	chr5_107717799	10.7771383472
FOXO3	chr6_108882068	8.70506810052
PKNOX1	chr21_44394619	6.07683894513
SOX18	chr20_62680979	12.5853792898
EFCAB3	chr17_60447578	23.3866828482
RABL2A	chr2_114384805	12.2252410575
GNAT2	chr1_110155705	21.4525515782
PDE4A	chr19_10531332	13.3062943678
RASL12	chr15_65360450	19.5755036248
SPHK2	chr19_49122789	8.95491653726
OR5H6	chr3_97983128	23.5316545511
IKBKAP	chr9_111696608	12.1389904335
OVOL2	chr20_18038526	15.4409659179
EPB41L2	chr6_131384462	13.896077325
LENG1	chr19_54663481	9.10770893254
VN1R1	chr19_57968107	19.2267325653
TNP1	chr2_217724782	22.4116950261
LAX1	chr1_203738765	21.0161128565
DUSP10	chr1_221915518	9.59608519064
IMMT	chr2_86422893	12.9666482633
TNFRSF9	chr1_8003225	15.852918278
COL18A1	chr21_46825051	10.9914175299
SPINK6	chr5_147582356	20.2997031735
DUPD1	chr10_76818272	22.3733002643
DOHH	chr19_3500938	10.1615799343
CCDC64	chr12_120427647	10.8041615361
GARS	chr7_30634180	13.1986936463
MYADM	chr19_54371798	8.84219207781
SLC16A12	chr10_91295313	16.9376985838
SCOC	chr4_141178439	20.9050210923
PRSS3	chr9_33750463	16.8557278754
MEF2B	chr19_19281098	15.3193074637
PRR20A	chr13_57728194	0.0
SEC22C	chr3_42623520	13.0681956917
NDOR1	chr9_140100118	11.3233403744
DTX4	chr11_58938902	13.12408963
ONECUT2	chr18_55102916	10.0698355131
MCM5	chr22_35796115	10.9006958936
PROCA1	chr17_27038925	10.9179237442
HAND2	chr4_174451378	14.4347394553
RABAC1	chr19_42463528	10.4903198381
OTUD1	chr10_23728197	9.39591215042
FBXO6	chr1_11724149	15.7775009495
PAK1IP1	chr6_10695187	11.4682635984
HRCT1	chr9_35906188	19.2917001174
TYW3	chr1_75198861	13.2934437162
TNRC6A	chr16_24741048	10.6395118704
CNOT7	chr8_17104387	10.5737845069
NEUROG3	chr10_71333210	19.0265489082
DDX27	chr20_47835831	10.9956083698
OR4F16	chr1_367658	52.463482582
FMN1	chr15_33360233	23.5106800219
VPS37A	chr8_17104400	10.5838301045
CD3G	chr11_118215058	22.0272572468
TCF7	chr5_133451349	13.0789708464
ACHE	chr7_100493592	11.7479756441
TMEM116	chr12_112451023	10.5886873332
CORO1A	chr16_30194730	10.5950812341
PIP4K2B	chr17_36956158	9.3563855869
APOBEC3C	chr22_39410264	13.5852239854
OR10AD1	chr12_48597075	20.6003731442
PSIP1	chr9_15511003	9.80647688468
MBOAT4	chr8_30002200	20.7465192482
PPP2R4	chr9_131873966	9.33994631009
LCT	chr2_136594750	20.3418948371
KLF11	chr2_10183955	6.25739842736
RNF165	chr18_43914186	13.9326282123
ADCYAP1	chr18_905196	18.411274293
SCNN1A	chr12_6484905	15.9419895846
C6orf223	chr6_43968336	16.2607657376
SLC22A7	chr6_43265997	22.0358812631
NR3C2	chr4_149363672	13.4606261367
CCL1	chr17_32690252	19.2093809785
CD63	chr12_56122266	9.28664421916
SHF	chr15_45493373	14.2374535554
OR6P1	chr1_158533394	21.0796935076
CDH16	chr16_66952887	20.8007043923
APLP1	chr19_36359400	15.1788025687
CCIN	chr9_36169388	22.4460886287
ILF2	chr1_153643504	13.5269917513
CCDC77	chr12_510740	15.030364209
SLC25A21	chr14_37641865	20.2348557518
ALG14	chr1_95538507	12.4102434442
FAM3B	chr21_42688660	19.1170682664
SLC10A5	chr8_82607207	20.8679128714
LSM11	chr5_157170702	12.3799602075
ACSL1	chr4_185726942	18.4579116767
WDHD1	chr14_55493819	15.5395452996
PLA2G7	chr6_46703430	19.1556509987
SLC25A22	chr11_798269	10.7422926673
POLE3	chr9_116172955	10.9401020773
UBTF	chr17_42298994	11.1121795191
SRGAP3	chr3_9291369	17.0313616154
GCHFR	chr15_41056284	15.1916054616
DUSP4	chr8_29208267	12.788127233
CHPT1	chr12_102091416	12.5403148182
SLC25A47	chr14_100789678	20.5614860232
IL18R1	chr2_102972742	16.0897064505
BBS5	chr2_170336005	18.9612445287
PREX1	chr20_47444420	10.638903343
AGBL4	chr1_50489626	19.6250507756
FGF1	chr5_142077635	21.4471355758
LIMS2	chr2_128422167	18.3431801458
PDE4D	chr5_58335339	13.2187677888
SERP2	chr13_44947977	16.8412989451
TBCE	chr1_235530674	14.7728151642
CSF2RB	chr22_37309674	15.6567372212
RHOH	chr4_40195268	18.7704477754
CRLF1	chr19_18717660	10.2018307001
KRTAP1-5	chr17_39183454	24.5950286876
AP1G2	chr14_24036733	14.7770346855
B3GALNT2	chr1_235667781	10.7377534483
SNX6	chr14_35099315	12.1752230331
BIRC2	chr11_102217912	12.078163155
PRKG2	chr4_82136271	16.6622275123
KLK3	chr19_51358170	21.6772875203
EPOR	chr19_11495018	10.8327671296
DIXDC1	chr11_111848032	15.6797901974
THEMIS	chr6_128239776	22.2536126442
DOK5	chr20_53092010	16.1873846684
NLRC5	chr16_57050985	19.4032373518
SCN3A	chr2_166060577	20.0512597995
LELP1	chr1_153175905	23.2308196151
YPEL3	chr16_30107537	7.29204271498
H3F3C	chr12_31945175	19.3127512802
RPUSD1	chr16_838383	8.70042216155
ZNF84	chr12_133614167	10.4823168559
KIAA0100	chr17_26972177	10.109327392
BSG	chr19_572453	8.6853051061
EEA1	chr12_93323107	11.0469755314
SNRPA1	chr15_101835460	12.1019998702
SERPINE1	chr7_100770369	14.8934150167
PLGLB2	chr2_88047605	26.630559688
DHDDS	chr1_26758772	11.987024383
BAALC	chr8_104152920	16.2948852957
STT3A	chr11_125462689	11.4247940329
SLC45A1	chr1_8378144	19.8914756621
DTNA	chr18_32397925	22.2935760462
MAPK10	chr4_87028806	22.0842861999
PCBP2	chr12_53845885	7.12501616747
SMR3B	chr4_71248794	20.7396863318
CANX	chr5_179125929	9.9508677341
RASGRP3	chr2_33738941	22.9559825944
TFAP2E	chr1_36038970	16.8328854648
SLC39A8	chr4_103245469	19.5775196115
PDIA6	chr2_10952965	12.1719329673
SYN2	chr3_12045833	14.6075677392
TMED3	chr15_79603403	16.1888569687
NAT1	chr8_18067611	16.7222189302
PSMA8	chr18_23713815	16.9944951526
FIS1	chr7_100888371	10.3525270664
CDKN2A	chr9_21994490	11.6111698613
PSMA8	chr18_23713810	16.9929133374
HCFC2	chr12_104458235	13.6056067749
NRXN1	chr2_50574894	21.2093375049
CLDN5	chr22_19512860	18.9631826479
ENPP6	chr4_185139114	22.4049621341
GHR	chr5_42565965	23.9775655845
NLRP5	chr19_56511091	19.7967657323
MAP4K1	chr19_39108675	13.2304324093
TM4SF18	chr3_149051548	20.8861262784
FXYD3	chr19_35606731	15.0639411527
PIGX	chr3_196439244	10.6525183402
TBX15	chr1_119532179	21.5298203134
APOA5	chr11_116663136	16.332373829
MTG1	chr10_135207620	13.8346920034
ARHGDIA	chr17_79828850	9.19316792481
ITPR3	chr6_33589155	14.863089943
ASXL2	chr2_26101312	10.1635030859
MYH7B	chr20_33543637	12.9615708578
APOL2	chr22_36635689	15.4217495421
SSBP2	chr5_81047072	6.93076707093
MAP7	chr6_136847848	17.6331015095
POM121C	chr7_75115565	17.2368911545
DNAJC4	chr11_63997752	10.9614797007
OR12D3	chr6_29343068	22.3370040421
SLC19A2	chr1_169455208	14.2590749163
TEX9	chr15_56657621	18.2005272126
ADCK4	chr19_41221011	9.55860677035
RGPD5	chr2_111334678	16.1162992484
E2F7	chr12_77459360	16.2055309251
DPYD	chr1_98386615	12.7199641782
BRD2	chr6_32938664	7.72918809252
SLC16A7	chr12_60083117	21.8575125314
TIMM44	chr19_8008708	10.1345165679
BCL2L12	chr19_50168398	9.23539208803
PCDHB9	chr5_140566700	21.3015124097
GNG4	chr1_235814054	14.0353655485
SULT1A1	chr16_28620649	19.4990891057
FAM131C	chr1_16400127	14.6233419409
ITGB1	chr10_33247293	12.4939066799
NRAS	chr1_115259515	13.4028863718
ELMO1	chr7_37488555	12.6408090866
WNT5A	chr3_55521670	15.6136307683
FABP12	chr8_82443550	22.5295376928
MSH2	chr2_47630205	14.5608516759
TLN2	chr15_62939509	23.0036578597
ZNF780A	chr19_40596810	15.6569466029
CASR	chr3_121903180	20.3827569468
NFIX	chr19_13134784	12.3067329288
CLEC16A	chr16_11038344	10.789600727
HOXB4	chr17_46655743	13.4475299367
ZNF302	chr19_35168543	12.4381557583
NDUFA4	chr7_10979813	12.8345116726
RTN2	chr19_45996503	13.5969204623
AP2A1	chr19_50270179	6.82276811224
SLC35C1	chr11_45826640	9.794255547
GRM4	chr6_34073759	20.8085377659
CLDN15	chr7_100882101	16.1594107729
SSTR5	chr16_1128780	15.5626352056
CCNE2	chr8_95907482	10.2618018388
MEIS2	chr15_37392341	11.1799089511
SP5	chr2_171571856	14.7110218364
KLC1	chr14_104095524	9.68408773829
PHGDH	chr1_120254418	16.0442415861
TUFT1	chr1_151512780	13.8275071874
SLC22A1	chr6_160542862	21.1746528999
ZNF560	chr19_9609279	20.0702961742
TUFT1	chr1_151512784	13.835643887
BIVM	chr13_103451398	18.2181491397
DUSP26	chr8_33455315	16.9994642538
OSMR	chr5_38845959	16.8669297399
TMEM212	chr3_171561138	22.846122375
PVRL3	chr3_110790605	14.2977207766
AHR	chr7_17338275	12.5832788907
CSH1	chr17_61974021	17.6135938691
EIF4E3	chr3_71774526	11.1527451728
NEK6	chr9_127054698	17.9810141735
MS4A5	chr11_60197061	21.7771893841
TNS4	chr17_38657854	20.6296422086
ZNF586	chr19_58281019	11.3696774696
C19orf60	chr19_18699494	13.1919671909
SETDB2	chr13_50018428	11.8809982884
NUBP1	chr16_10837642	11.5709297205
PPP1R3B	chr8_9009152	13.2851230274
ELF2	chr4_140005568	11.2371593198
MBD2	chr18_51751158	10.2332897496
COMMD5	chr8_146078963	12.4578314966
MLPH	chr2_238395052	19.2715145061
NAA16	chr13_41885340	14.8926924292
ATRNL1	chr10_116853123	14.690827013
